Season,LookupKey,Rk,Player,PlayerID,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1617,1617Kemba Walker,428,Kemba Walker,walkeke02,PG,26,CHO,55,1884,20.7,0.566,0.385,0.259,2,10.9,6.5,29.2,1.7,0.7,10.4,28.8,3.5,1.9,5.5,0.139,4.8,-1.1,3.7,2.7,55,1884,437,979,0.446,149,377,0.395,288,602,0.478,0.522,212,254,0.835,34,192,226,300,64,15,127,89,1235
1617,1617John Wall,429,John Wall,walljo01,PG,26,WAS,53,1940,23,0.54,0.187,0.344,2.5,10.9,6.8,46.4,2.9,1.3,16.7,30.5,3.7,2.5,6.2,0.153,3.5,0.7,4.1,3,53,1940,440,973,0.452,57,182,0.313,383,791,0.484,0.482,272,335,0.812,43,191,234,563,112,31,225,106,1209
1617,1617Taurean Waller-Prince,430,Taurean Waller-Prince,princta02,SF,22,ATL,33,353,8.7,0.495,0.388,0.311,2.2,17.9,10.2,8.7,1.8,2.1,16.4,17.4,-0.2,0.5,0.3,0.039,-4.9,0.8,-4,-0.2,0,353,38,103,0.369,11,40,0.275,27,63,0.429,0.422,29,32,0.906,7,58,65,21,13,9,23,39,116
1617,1617T.J. Warren,431,T.J. Warren,warretj01,SF,23,PHO,44,1278,13.5,0.506,0.142,0.188,6,8.9,7.4,5.3,1.9,1.2,5.7,19.5,1.2,0.6,1.8,0.068,-0.8,-1,-1.8,0.1,37,1278,235,515,0.456,18,73,0.247,217,442,0.491,0.474,76,97,0.784,72,100,172,42,51,19,34,117,564
1617,1617C.J. Watson,432,C.J. Watson,watsocj01,PG,32,ORL,46,774,9.6,0.522,0.411,0.317,1.4,8.3,4.8,15.6,2.1,0.1,14.9,13.8,0.3,0.5,0.8,0.05,-2.4,-0.8,-3.3,-0.2,9,774,70,180,0.389,25,74,0.338,45,106,0.425,0.458,49,57,0.86,10,57,67,84,33,1,36,56,214
1617,1617Briante Weber,433,Briante Weber,weberbr01,PG,24,GSW,5,41,4.9,0.353,0.2,0.3,0,7.5,4,14.7,2.3,1.9,15,14,-0.1,0.1,0,-0.013,-6.8,0.3,-6.5,0,0,41,3,10,0.3,0,2,0,3,8,0.375,0.3,2,3,0.667,0,3,3,5,2,1,2,3,8
1617,1617David West,434,David West,westda01,PF,36,GSW,42,484,16.5,0.582,0.03,0.261,6.4,18.6,12.9,23.8,2.8,3.1,21.9,17,0.6,1,1.6,0.158,-1.2,3.5,2.3,0.5,0,484,73,134,0.545,2,4,0.5,71,130,0.546,0.552,26,35,0.743,26,88,114,87,28,19,42,60,174
1617,1617Russell Westbrook,435,Russell Westbrook,westbru01,PG,28,OKC,57,1974,29.5,0.545,0.269,0.441,5.8,27.5,16.7,56.3,2.3,0.8,16.1,41.8,5.1,3.1,8.2,0.199,9.7,4.3,14.1,8,57,1974,575,1362,0.422,124,367,0.338,451,995,0.453,0.468,497,600,0.828,104,494,598,577,92,21,312,137,1771
1617,1617Okaro White,436,Okaro White,whiteok01,PF,24,MIA,14,226,8.7,0.641,0.487,0.41,4.4,12.7,8.5,3.7,0.7,1.4,16.4,10.8,0.3,0.2,0.5,0.098,-1.9,-0.2,-2.1,0,0,226,18,39,0.462,8,19,0.421,10,20,0.5,0.564,15,16,0.938,9,26,35,6,3,4,9,28,59
1617,1617Isaiah Whitehead,437,Isaiah Whitehead,whiteis01,PG,21,BRK,48,1048,6.9,0.469,0.267,0.189,1.6,10,5.8,20.2,1.2,1.7,21,18.6,-1.4,0.4,-1,-0.044,-5,-0.8,-5.8,-1,26,1048,129,333,0.387,28,89,0.315,101,244,0.414,0.429,52,63,0.825,16,100,116,140,27,23,96,121,338
1617,1617Hassan Whiteside,438,Hassan Whiteside,whiteha01,C,27,MIA,52,1712,21.5,0.572,0,0.358,11.8,35.2,23.5,3.4,1.1,5,12.4,22.7,2.1,3.5,5.7,0.159,-2.7,1.3,-1.4,0.3,52,1712,370,660,0.561,0,0,0,370,660,0.561,0.561,134,236,0.568,185,547,732,34,38,109,108,160,874
1617,1617Andrew Wiggins,439,Andrew Wiggins,wiggian01,SF,21,MIN,57,2120,17,0.544,0.192,0.342,3.9,9.2,6.5,11.6,1.2,0.9,9.7,28.2,2.7,0.8,3.4,0.078,0.6,-2.7,-2,0,57,2120,489,1057,0.463,72,203,0.355,417,854,0.488,0.497,272,361,0.753,72,165,237,142,52,22,131,121,1322
1617,1617C.J. Wilcox,440,C.J. Wilcox,wilcocj01,SG,26,ORL,16,75,5,0.391,0.706,0.118,2.9,10.5,6.6,16.7,0.7,1.1,18.3,13,-0.1,0,0,-0.032,-5,-1.6,-6.6,-0.1,0,75,5,17,0.294,2,12,0.167,3,5,0.6,0.353,2,2,1,2,7,9,9,1,1,4,5,14
1617,1617Alan Williams,441,Alan Williams,willial03,PF,24,PHO,23,164,19.5,0.545,0,0.455,20.2,30,24.9,1.9,2.1,7,16.5,20.3,0.2,0.3,0.4,0.13,-3.4,0.5,-2.9,0,0,164,29,55,0.527,0,0,0,29,55,0.527,0.527,14,25,0.56,31,43,74,2,7,14,13,37,72
1617,1617Deron Williams,442,Deron Williams,willide01,PG,32,DAL,40,1171,15.3,0.532,0.399,0.185,1.2,9.4,5.1,40,1.1,0.2,16.5,23.8,1.2,0.7,1.8,0.075,1.1,-2.4,-1.3,0.2,40,1171,195,454,0.43,63,181,0.348,132,273,0.484,0.499,69,84,0.821,13,89,102,274,25,2,97,96,522
1617,1617Derrick Williams,443,Derrick Williams,willide02,PF,25,TOT,29,468,11.1,0.501,0.338,0.427,3.7,16.2,10,5.5,1.1,0.8,7.9,19.2,0.1,0.5,0.6,0.06,-3,-1.6,-4.6,-0.3,11,468,66,157,0.42,12,53,0.226,54,104,0.519,0.459,43,67,0.642,16,69,85,17,10,5,16,39,187
1617,1617Derrick Williams,443,Derrick Williams,willide02,PF,25,MIA,25,377,10.1,0.465,0.328,0.365,4.6,16.7,10.6,5.6,1.2,1,8.1,20.4,-0.2,0.4,0.3,0.035,-3.8,-1.5,-5.3,-0.3,11,468,66,157,0.42,12,53,0.226,54,104,0.519,0.459,43,67,0.642,16,69,85,17,10,5,16,39,187
1617,1617Derrick Williams,443,Derrick Williams,willide02,PF,25,CLE,4,91,14.8,0.71,0.4,0.85,0,14.1,7.3,4.8,0.5,0,6.8,14.2,0.3,0.1,0.3,0.167,0.5,-2.3,-1.9,0,11,468,66,157,0.42,12,53,0.226,54,104,0.519,0.459,43,67,0.642,16,69,85,17,10,5,16,39,187
1617,1617Lou Williams,444,Lou Williams,willilo02,SG,30,LAL,58,1403,24.1,0.609,0.431,0.469,1,9.5,5.1,22.8,2.3,0.6,11.9,30.6,4.4,0.7,5.1,0.174,5.7,-3.1,2.5,1.6,1,1403,326,734,0.444,122,316,0.386,204,418,0.488,0.527,304,344,0.884,14,119,133,183,65,11,120,67,1078
1617,1617Marvin Williams,445,Marvin Williams,willima02,PF,30,CHO,50,1423,12.5,0.527,0.513,0.172,3.6,17.3,10.5,6.6,1.3,1.6,6.6,17.4,0.8,1.7,2.5,0.086,-0.8,0.1,-0.7,0.5,50,1423,196,483,0.406,86,248,0.347,110,235,0.468,0.495,70,83,0.843,48,230,278,60,36,27,37,83,548
1617,1617Reggie Williams,446,Reggie Williams,willire02,SF,30,NOP,5,63,14.7,0.542,0.5,0.35,3.3,6.7,5,9.3,2.3,0,0,16.3,0.1,0.1,0.2,0.137,0.7,-1.7,-1,0,0,63,7,20,0.35,5,10,0.5,2,10,0.2,0.475,6,7,0.857,2,4,6,4,3,0,0,2,25
1617,1617Troy Williams,447,Troy Williams,willitr02,SF,22,MEM,24,418,7.7,0.477,0.336,0.205,1.6,10.6,6,7.3,3,2.1,16.9,17.3,-0.6,0.7,0.1,0.01,-4.6,1.8,-2.8,-0.1,13,418,51,122,0.418,10,41,0.244,41,81,0.506,0.459,15,25,0.6,6,38,44,19,24,9,27,42,127
1617,1617Kyle Wiltjer,448,Kyle Wiltjer,wiltjky01,PF,24,HOU,9,29,4.4,0.46,1,0.2,11.5,15.3,13.4,0,0,2.8,21.6,20.4,-0.1,0,0,-0.062,-5.9,-6.4,-12.2,-0.1,0,29,3,10,0.3,3,10,0.3,0,0,0,0.45,1,2,0.5,3,4,7,0,0,1,3,3,10
1617,1617Justise Winslow,449,Justise Winslow,winslju01,SF,20,MIA,18,625,8.2,0.397,0.155,0.208,4,12.5,8.3,15.7,2.2,0.8,11.8,19.9,-0.9,0.8,-0.2,-0.014,-4.1,1.3,-2.8,-0.1,15,625,80,226,0.354,7,35,0.2,73,191,0.382,0.369,29,47,0.617,23,71,94,66,27,6,33,52,196
1617,1617Jeff Withey,450,Jeff Withey,witheje01,C,26,UTA,32,252,17.9,0.588,0.019,0.519,12.8,19.5,16.2,1.2,1.9,7.1,11.9,14,0.5,0.6,1,0.198,-2.5,3.2,0.7,0.2,0,252,28,54,0.519,0,1,0,28,53,0.528,0.519,22,28,0.786,27,44,71,2,9,22,9,29,78
1617,1617Christian Wood,451,Christian Wood,woodch01,PF,21,CHO,3,16,17.3,0.515,0.667,0.667,0,40.2,20.2,8.7,0,10.7,0,10.8,0,0,0.1,0.174,-4.9,5.3,0.4,0,0,16,1,3,0.333,0,2,0,1,1,1,0.333,2,2,1,0,6,6,1,0,2,0,0,4
1617,1617Metta World Peace,452,Metta World Peace,artesro01,SF,37,LAL,18,81,0.3,0.286,0.571,0.286,3.9,8.3,6,8.5,1.8,2,8.7,18.2,-0.3,0,-0.2,-0.13,-6.7,-2,-8.7,-0.1,1,81,6,28,0.214,2,16,0.125,4,12,0.333,0.25,4,8,0.5,3,6,9,5,3,2,3,13,18
1617,1617Brandan Wright,453,Brandan Wright,wrighbr03,PF,29,MEM,8,111,19.5,0.573,0.023,0.205,10,10.5,10.2,1.7,1.4,5.2,5.9,20.8,0.2,0.2,0.3,0.148,-1.7,-0.3,-1.9,0,0,111,25,44,0.568,0,1,0,25,43,0.581,0.568,5,9,0.556,10,10,20,1,3,6,3,9,55
1617,1617Delon Wright,454,Delon Wright,wrighde01,PG,24,TOR,2,37,19,0.674,0.286,0.857,3,3.1,3,11.4,2.7,2.3,0,11.6,0.1,0,0.2,0.227,2.8,-0.3,2.5,0,0,37,4,7,0.571,0,2,0,4,5,0.8,0.571,5,6,0.833,1,1,2,3,2,1,0,2,13
1617,1617James Young,455,James Young,youngja01,SG,21,BOS,20,154,13.1,0.608,0.488,0.163,4.4,11.7,8,3.9,1.6,0.5,4.2,14,0.3,0.1,0.4,0.118,-0.3,-2.1,-2.4,0,0,154,21,43,0.488,9,21,0.429,12,22,0.545,0.593,5,7,0.714,6,16,22,4,5,1,2,11,56
1617,1617Joe Young,456,Joe Young,youngjo01,PG,24,IND,25,121,11.8,0.432,0.348,0.197,0.9,11.9,6.5,18.9,1.6,0,5.3,28,-0.1,0.1,-0.1,-0.025,-2.8,-4,-6.8,-0.1,0,121,24,66,0.364,5,23,0.217,19,43,0.442,0.402,9,13,0.692,1,13,14,14,4,0,4,5,62
1617,1617Nick Young,457,Nick Young,youngni01,SG,31,LAL,51,1351,15.1,0.601,0.652,0.158,1.9,7.9,4.8,6.5,1.2,0.8,4.9,19.4,3,0.2,3.3,0.117,3.3,-3.2,0.1,0.7,51,1351,241,546,0.441,147,356,0.413,94,190,0.495,0.576,73,86,0.849,24,95,119,55,33,14,30,122,702
1617,1617Thaddeus Young,458,Thaddeus Young,youngth01,PF,28,IND,49,1524,15,0.573,0.239,0.136,5.5,16.4,11,8.1,2.9,1.4,13.1,16.6,1.1,2,3,0.096,0,1.8,1.8,1.5,49,1524,242,464,0.522,44,111,0.396,198,353,0.561,0.569,36,63,0.571,74,226,300,81,90,24,74,95,564
1617,1617Cody Zeller,459,Cody Zeller,zelleco01,PF,24,CHO,39,1044,17.2,0.621,0,0.473,9.3,16.7,13,8.7,1.4,3.4,12.6,16.6,2.1,1.5,3.6,0.166,-0.1,2.2,2.1,1.1,37,1044,165,281,0.587,0,0,0,165,281,0.587,0.587,92,133,0.692,90,163,253,56,30,41,49,124,422
1617,1617Tyler Zeller,460,Tyler Zeller,zellety01,C,27,BOS,35,413,13.6,0.495,0.008,0.205,10.1,17.7,13.9,12.1,0.7,3.6,9.2,16.5,0.4,0.4,0.8,0.095,-2.9,0.8,-2.1,0,5,413,61,127,0.48,0,1,0,61,126,0.484,0.48,15,26,0.577,37,65,102,33,6,18,14,44,137
1617,1617Stephen Zimmerman,461,Stephen Zimmerman,zimmest01,C,20,ORL,9,36,14.8,0.402,0,0.083,11.9,34.4,22.9,8.6,1.4,2.2,0,15.3,0,0.1,0.1,0.083,-5,0.7,-4.4,0,0,36,5,12,0.417,0,0,0,5,12,0.417,0.417,0,1,0,4,11,15,2,1,1,0,2,10
1617,1617Paul Zipser,462,Paul Zipser,zipsepa01,SF,22,CHI,23,350,6.1,0.466,0.505,0.275,2.4,13.8,8,4.1,1,1.1,13.6,14.7,-0.2,0.3,0.1,0.009,-4.3,-1.2,-5.4,-0.3,5,350,31,91,0.341,13,46,0.283,18,45,0.4,0.412,20,25,0.8,8,44,52,10,7,5,16,24,95
1617,1617Ivica Zubac,463,Ivica Zubac,zubaciv01,C,19,LAL,23,305,16.2,0.534,0,0.209,9.6,22.8,16,6.4,0.8,4.8,12.5,20.1,0.2,0.3,0.5,0.073,-3.7,-0.1,-3.7,-0.1,1,305,58,115,0.504,0,0,0,58,115,0.504,0.504,18,24,0.75,28,62,90,12,5,18,18,32,134
