Season,LookupKey,Rk,Player,PlayerID,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1617,1617Alex Abrines,1,Alex Abrines,abrinal01,SG,23,OKC,46,643,9.9,0.566,0.716,0.204,2.1,6.7,4.4,5.2,1.6,0.6,9.5,16,0.7,0.5,1.2,0.091,-0.6,-2.5,-3.1,-0.2,0,643,79,201,0.393,54,144,0.375,25,57,0.439,0.527,36,41,0.878,12,39,51,23,21,5,23,70,248
1617,1617Quincy Acy,2,Quincy Acy,acyqu01,PF,26,TOT,18,182,15.8,0.617,0.462,0.308,7.7,15.5,11.6,1.8,0.8,2.9,8.7,19.5,0.3,0.1,0.4,0.118,-0.8,-3.1,-4,-0.1,0,182,30,65,0.462,14,30,0.467,16,35,0.457,0.569,17,20,0.85,13,26,39,2,3,7,7,25,91
1617,1617Quincy Acy,2,Quincy Acy,acyqu01,PF,26,DAL,6,48,-1.4,0.355,0.412,0.176,4.6,15.4,9.8,0,0,0,9.8,20.1,-0.2,0,-0.1,-0.133,-10.1,-6.1,-16.2,-0.2,0,182,30,65,0.462,14,30,0.467,16,35,0.457,0.569,17,20,0.85,13,26,39,2,3,7,7,25,91
1617,1617Quincy Acy,2,Quincy Acy,acyqu01,PF,26,BRK,12,134,21.9,0.703,0.479,0.354,8.8,15.6,12.2,2.5,1.1,3.9,8.3,19.3,0.5,0.1,0.6,0.208,2.5,-2.1,0.4,0.1,0,182,30,65,0.462,14,30,0.467,16,35,0.457,0.569,17,20,0.85,13,26,39,2,3,7,7,25,91
1617,1617Steven Adams,3,Steven Adams,adamsst01,C,23,OKC,55,1695,17,0.6,0.004,0.369,12.6,15.9,14.2,5.6,1.7,2.8,16.3,16.8,2.5,2.2,4.7,0.133,-0.7,1.2,0.5,1.1,55,1695,276,482,0.573,0,2,0,276,480,0.575,0.573,120,178,0.674,192,245,437,61,60,60,109,131,672
1617,1617Arron Afflalo,4,Arron Afflalo,afflaar01,SG,31,SAC,49,1253,8.2,0.548,0.386,0.216,0.8,7.8,4.3,7.4,0.7,0.5,8.6,13.8,0.8,0.2,1,0.039,-1.8,-2.2,-3.9,-0.6,34,1253,137,319,0.429,48,123,0.39,89,196,0.454,0.505,61,69,0.884,9,84,93,61,18,6,33,87,383
1617,1617Alexis Ajinca,5,Alexis Ajinca,ajincal01,C,28,NOP,23,350,11,0.497,0.031,0.247,7.7,23.7,15.6,3,1.7,4,16.3,16.3,-0.2,0.6,0.4,0.049,-6.4,1.6,-4.8,-0.2,12,350,45,97,0.464,0,3,0,45,94,0.479,0.464,17,24,0.708,26,78,104,7,12,17,21,44,107
1617,1617Cole Aldrich,6,Cole Aldrich,aldrico01,C,28,MIN,51,472,13.3,0.553,0,0.284,11.4,24.3,17.7,7.3,2.5,3.8,13.5,9,0.7,0.7,1.3,0.135,-1.5,3.1,1.6,0.4,0,472,39,74,0.527,0,0,0,39,74,0.527,0.527,14,21,0.667,47,97,144,25,23,21,13,80,92
1617,1617LaMarcus Aldridge,7,LaMarcus Aldridge,aldrila01,PF,31,SAS,51,1649,18.9,0.541,0.052,0.305,8.4,17.1,12.8,10.6,0.9,2.9,8.2,24.6,2.9,2.6,5.4,0.158,0,1.1,1.1,1.3,51,1649,348,727,0.479,16,38,0.421,332,689,0.482,0.49,181,222,0.815,118,255,373,107,30,58,74,121,893
1617,1617Lavoy Allen,8,Lavoy Allen,allenla01,PF,27,IND,42,588,9.2,0.462,0.009,0.187,9.9,12.8,11.4,9.1,1.1,1.9,13.5,10.2,0.3,0.4,0.7,0.061,-2.6,1,-1.6,0.1,5,588,47,107,0.439,0,1,0,47,106,0.443,0.439,13,20,0.65,51,68,119,39,13,13,18,52,107
1617,1617Tony Allen,9,Tony Allen,allento01,SG,35,MEM,49,1366,12.9,0.489,0.074,0.251,9.3,13.8,11.5,7.1,3.3,1.7,13.7,17.8,-0.1,2.3,2.2,0.077,-2.3,2.9,0.6,0.9,47,1366,191,419,0.456,7,31,0.226,184,388,0.474,0.464,66,105,0.629,115,161,276,59,86,24,74,127,455
1617,1617Al-Farouq Aminu,10,Al-Farouq Aminu,aminual01,SF,26,POR,37,1075,10.5,0.476,0.466,0.228,4.3,24,14,10.1,1.7,1.8,14.8,15.5,-0.4,1,0.7,0.03,-2.7,1.2,-1.6,0.1,23,1075,108,294,0.367,42,137,0.307,66,157,0.42,0.439,50,67,0.746,43,230,273,77,37,24,56,67,308
1617,1617Chris Andersen,11,Chris Andersen,anderch01,C,38,CLE,12,114,11.6,0.497,0.136,0.636,8.9,20.7,15,5.9,2.2,4.9,15.1,12.8,0.1,0.2,0.3,0.109,-3.6,3.3,-0.3,0,0,114,9,22,0.409,0,3,0,9,19,0.474,0.409,10,14,0.714,9,22,31,5,5,7,5,20,28
1617,1617Alan Anderson,12,Alan Anderson,anderal01,SF,34,LAC,23,266,4.6,0.472,0.557,0.171,1.3,8.1,4.8,5.7,0.6,0,8.5,13.8,-0.1,0.1,0.1,0.009,-3,-2.1,-5.1,-0.2,0,266,25,70,0.357,12,39,0.308,13,31,0.419,0.443,9,12,0.75,3,20,23,11,3,0,7,27,71
1617,1617Justin Anderson,13,Justin Anderson,anderju01,SF,23,DAL,51,710,15,0.523,0.442,0.319,6.1,19.1,12.3,7.6,2.1,2,11.3,23.7,0.2,0.9,1.1,0.071,-1.7,-0.2,-1.9,0,2,710,111,276,0.402,37,122,0.303,74,154,0.481,0.469,70,88,0.795,39,110,149,32,28,16,40,64,329
1617,1617Kyle Anderson,14,Kyle Anderson,anderky01,SG,23,SAS,51,671,11.9,0.523,0.194,0.355,3.5,18.6,11.3,11,2.5,2.4,15.8,11.5,0.3,1.3,1.7,0.118,-2.4,3.7,1.4,0.6,11,671,53,124,0.427,9,24,0.375,44,100,0.44,0.464,35,44,0.795,20,113,133,55,33,20,27,37,150
1617,1617Ryan Anderson,15,Ryan Anderson,anderry01,PF,28,HOU,55,1695,13.4,0.584,0.629,0.207,6,12.2,9.1,4.6,0.8,0.6,7,17.7,3.1,1.1,4.2,0.12,1.6,-2.2,-0.7,0.6,55,1695,252,598,0.421,153,376,0.407,99,222,0.446,0.549,105,124,0.847,91,186,277,53,29,12,49,115,762
1617,1617Giannis Antetokounmpo,16,Giannis Antetokounmpo,antetgi01,SF,22,MIL,54,1914,26.6,0.606,0.159,0.456,6.2,21.3,13.9,26.4,2.5,4.9,13.5,28.3,5.7,2.9,8.6,0.216,4.7,3.4,8.1,4.9,54,1914,455,867,0.525,38,138,0.275,417,729,0.572,0.547,313,395,0.792,101,364,465,294,95,106,162,177,1261
1617,1617Carmelo Anthony,17,Carmelo Anthony,anthoca01,SF,32,NYK,56,1906,19.4,0.546,0.299,0.271,2.7,16.3,9.5,14.9,1.3,1.1,8.7,29.6,3.3,1.1,4.5,0.112,2.3,-2.2,0.1,1,56,1906,474,1071,0.443,121,320,0.378,353,751,0.47,0.499,239,290,0.824,48,290,338,164,48,26,114,151,1308
1617,1617Joel Anthony,18,Joel Anthony,anthojo01,C,34,SAS,9,56,14.4,0.676,0,0.25,12.5,19.7,16.2,2.4,0.9,2.9,10.1,8,0.1,0.1,0.2,0.19,-0.8,1.1,0.4,0,0,56,5,8,0.625,0,0,0,5,8,0.625,0.625,2,2,1,6,10,16,1,1,2,1,4,12
1617,1617Trevor Ariza,19,Trevor Ariza,arizatr01,SF,31,HOU,58,2009,12.6,0.547,0.701,0.133,2.2,15.7,8.9,9,2.7,0.6,7.9,14.3,2,2.6,4.6,0.109,0.9,1.1,2,2,58,2009,239,586,0.408,145,411,0.353,94,175,0.537,0.532,56,78,0.718,39,284,323,130,112,15,53,93,679
1617,1617Darrell Arthur,20,Darrell Arthur,arthuda01,PF,28,DEN,29,473,13.6,0.616,0.539,0.06,4.9,14.5,9.7,10,0.8,2.6,14.9,18,0.6,0.2,0.8,0.085,1.1,-1.4,-0.3,0.2,7,473,79,167,0.473,44,90,0.489,35,77,0.455,0.605,9,10,0.9,21,61,82,32,8,16,30,59,211
1617,1617Omer Asik,21,Omer Asik,asikom01,C,30,NOP,31,482,9.8,0.517,0,0.6,10.4,25.3,17.8,4.3,0.5,1.7,14.6,8.9,0.4,0.6,1,0.098,-4.4,1,-3.4,-0.2,19,482,31,65,0.477,0,0,0,31,65,0.477,0.477,23,39,0.59,48,115,163,15,5,10,14,51,85
1617,1617D.J. Augustin,22,D.J. Augustin,augusdj01,PG,29,ORL,57,1177,12,0.537,0.548,0.31,0.8,7.3,4,22.2,1,0.1,12.8,19.4,1,0.4,1.4,0.057,-0.1,-3.3,-3.4,-0.4,20,1177,154,394,0.391,78,216,0.361,76,178,0.427,0.49,95,122,0.779,9,76,85,171,24,1,66,78,481
1617,1617Luke Babbitt,23,Luke Babbitt,babbilu01,SF,27,MIA,48,752,7.3,0.526,0.695,0.076,1.6,12.8,7.2,4.4,1,0.8,7.7,13,0.2,0.7,0.9,0.06,-1.9,-0.8,-2.7,-0.1,35,752,75,197,0.381,53,137,0.387,22,60,0.367,0.515,11,15,0.733,11,87,98,23,15,8,17,80,214
1617,1617Ron Baker,24,Ron Baker,bakerro01,SG,23,NYK,28,328,8.3,0.466,0.451,0.22,2,11.4,6.7,13.9,2.4,0.7,16.7,15.7,-0.2,0.2,0,0.005,-3.1,-0.9,-4,-0.2,3,328,34,91,0.374,13,41,0.317,21,50,0.42,0.445,12,20,0.6,6,35,41,33,16,3,20,29,93
1617,1617Wade Baldwin,25,Wade Baldwin,baldwwa01,PG,20,MEM,24,309,6.8,0.413,0.214,0.381,2.5,9.8,6.1,24,2.3,1.9,24,18.9,-0.6,0.4,-0.2,-0.029,-6.1,0.7,-5.4,-0.3,1,309,26,84,0.31,2,18,0.111,24,66,0.364,0.321,27,32,0.844,7,26,33,49,14,6,31,31,81
1617,1617Leandro Barbosa,26,Leandro Barbosa,barbole01,SG,34,PHO,53,696,12.4,0.51,0.228,0.089,1.7,10.5,6,14.2,1.6,0.7,8.5,19.3,0.5,0.3,0.8,0.053,-1.5,-1.9,-3.5,-0.3,0,696,125,281,0.445,27,64,0.422,98,217,0.452,0.493,21,25,0.84,11,64,75,62,23,6,27,56,298
1617,1617J.J. Barea,27,J.J. Barea,bareajo01,PG,32,DAL,18,444,17.3,0.53,0.385,0.172,1.3,13,6.9,35.2,1.1,0.2,13.1,25.4,0.5,0.3,0.8,0.087,1.4,-1.8,-0.3,0.2,5,444,81,192,0.422,26,74,0.351,55,118,0.466,0.49,31,33,0.939,5,47,52,89,9,1,31,13,219
1617,1617Harrison Barnes,28,Harrison Barnes,barneha02,PF,24,DAL,56,2007,17.3,0.54,0.175,0.197,3.9,13.8,8.6,8,1.3,0.6,6.4,26.2,2,1.5,3.5,0.084,-0.4,-1.2,-1.7,0.2,56,2007,454,957,0.474,56,167,0.335,398,790,0.504,0.504,159,189,0.841,71,224,295,84,48,13,71,90,1123
1617,1617Matt Barnes,29,Matt Barnes,barnema02,SF,36,SAC,54,1367,10.3,0.501,0.551,0.172,4.7,20.5,12.6,16.4,1.3,1.2,16.8,16.4,0,1.1,1.1,0.037,-1.4,0.2,-1.2,0.3,13,1367,147,383,0.384,69,211,0.327,78,172,0.453,0.474,50,66,0.758,55,241,296,149,36,17,83,138,413
1617,1617Will Barton,30,Will Barton,bartowi01,SG,26,DEN,42,1222,15.8,0.551,0.333,0.303,4.3,13.8,9,17.2,1.4,1.3,11.7,20.6,2,0.5,2.5,0.098,1.5,-1,0.5,0.8,19,1222,208,466,0.446,59,155,0.381,149,311,0.479,0.51,107,141,0.759,48,150,198,141,36,21,70,79,582
1617,1617Brandon Bass,31,Brandon Bass,bassbr01,PF,31,LAC,37,436,17.9,0.664,0.015,0.396,6.8,14.6,10.8,6.9,0.9,1.5,13.7,18.6,1.1,0.4,1.5,0.162,-0.3,-0.7,-1,0.1,0,436,80,134,0.597,1,2,0.5,79,132,0.598,0.601,48,53,0.906,26,59,85,19,8,8,25,33,209
1617,1617Nicolas Batum,32,Nicolas Batum,batumni01,SG,28,CHO,53,1834,15.7,0.539,0.407,0.312,2.2,19.6,11,27.6,1.6,1,16.2,21.3,1.3,2.4,3.7,0.096,0.7,1.3,2,1.9,53,1834,264,648,0.407,95,264,0.36,169,384,0.44,0.481,171,202,0.847,38,336,374,321,58,21,142,84,794
1617,1617Jerryd Bayless,33,Jerryd Bayless,bayleje01,PG,28,PHI,3,71,8.8,0.453,0.156,0.313,4.6,14,9.3,29.9,0,0,19.8,27.9,-0.1,0,-0.1,-0.065,-5.1,-2.8,-7.9,-0.1,1,71,11,32,0.344,2,5,0.4,9,27,0.333,0.375,9,10,0.9,3,9,12,13,0,0,9,4,33
1617,1617Aron Baynes,34,Aron Baynes,baynear01,C,30,DET,54,835,11,0.552,0,0.366,8.7,20.4,14.4,3,0.8,2.3,14.3,13.8,0.7,1.1,1.7,0.1,-3.6,0.8,-2.8,-0.2,2,835,92,191,0.482,0,0,0,92,191,0.482,0.482,61,70,0.871,67,150,217,18,14,23,37,121,245
1617,1617Kent Bazemore,35,Kent Bazemore,bazemke01,SF,27,ATL,54,1482,11.1,0.49,0.361,0.227,2.3,10.3,6.4,14.6,2.4,2.2,13.6,20.4,-0.8,2,1.3,0.042,-2.3,1.3,-1.1,0.3,51,1482,216,543,0.398,65,196,0.332,151,347,0.435,0.458,88,123,0.715,31,140,171,140,71,38,94,119,585
1617,1617Bradley Beal,36,Bradley Beal,bealbr01,SG,23,WAS,51,1757,19.6,0.598,0.434,0.268,2,7.4,4.8,17.1,1.5,0.6,9.9,26.4,4.4,1.3,5.6,0.154,4.2,-2.4,1.9,1.7,51,1757,401,848,0.473,148,368,0.402,253,480,0.527,0.56,184,227,0.811,31,117,148,187,52,12,104,111,1134
1617,1617Malik Beasley,37,Malik Beasley,beaslma01,SG,20,DEN,18,88,13.6,0.516,0.395,0.186,2.5,6.4,4.4,10.7,2.2,0,7.9,24.2,0.1,0,0.1,0.052,-0.5,-4.5,-5,-0.1,0,88,18,43,0.419,6,17,0.353,12,26,0.462,0.488,6,8,0.75,2,5,7,6,4,0,4,6,48
1617,1617Michael Beasley,38,Michael Beasley,beaslmi01,PF,28,MIL,47,792,17.4,0.585,0.112,0.282,5,19,12.2,10.3,1.5,2.5,13.5,24.4,0.7,0.8,1.5,0.089,-1.5,-1.1,-2.6,-0.1,3,792,176,330,0.533,16,37,0.432,160,293,0.546,0.558,66,93,0.71,34,134,168,49,23,22,58,75,434
1617,1617Marco Belinelli,39,Marco Belinelli,belinma01,SG,30,CHO,51,1257,13,0.567,0.464,0.235,0.9,10.1,5.5,12.1,1.3,0.5,9.3,19,1.2,1.1,2.4,0.09,0.1,-1.4,-1.3,0.2,0,1257,192,442,0.434,77,205,0.376,115,237,0.485,0.521,92,104,0.885,10,119,129,95,33,8,50,69,553
1617,1617DeAndre' Bembry,40,DeAndre' Bembry,bembrde01,SF,22,ATL,26,269,8.7,0.474,0.149,0.189,3.3,13.3,8.4,11.2,0.9,0.9,11.1,14.7,-0.1,0.3,0.2,0.035,-4.6,-0.4,-5,-0.2,0,269,35,74,0.473,0,11,0,35,63,0.556,0.473,6,14,0.429,8,33,41,20,5,3,10,15,76
1617,1617Dragan Bender,41,Dragan Bender,bendedr01,PF,19,PHO,38,481,5.8,0.474,0.653,0.065,3.6,15.7,9.4,5,0.9,3.2,17.5,13.5,-0.4,0.3,-0.1,-0.012,-3.7,0,-3.8,-0.2,0,481,46,124,0.371,26,81,0.321,20,43,0.465,0.476,3,8,0.375,16,66,82,17,9,19,27,60,121
1617,1617Anthony Bennett,42,Anthony Bennett,bennean01,PF,23,BRK,23,264,14.7,0.533,0.522,0.391,10.1,21,15.6,7.1,0.9,0.9,10,19.4,0.3,0.2,0.5,0.083,-0.8,-2.4,-3.2,-0.1,1,264,38,92,0.413,13,48,0.271,25,44,0.568,0.484,26,36,0.722,25,53,78,12,5,3,12,18,115
1617,1617Davis Bertans,43,Davis Bertans,bertada01,PF,24,SAS,48,556,13,0.606,0.729,0.194,3.2,10.3,6.8,8.8,1.3,3,10.6,15.3,0.8,0.8,1.6,0.142,1.4,0.6,2,0.6,3,556,68,155,0.439,44,113,0.389,24,42,0.571,0.581,24,30,0.8,15,52,67,34,14,20,20,55,204
1617,1617Patrick Beverley,44,Patrick Beverley,beverpa01,SG,28,HOU,44,1343,13.7,0.555,0.515,0.118,4.7,15.8,10.2,20.2,2.3,1.1,14.2,14.1,2.2,1.7,3.8,0.136,1.1,1.5,2.6,1.5,44,1343,158,363,0.435,73,187,0.39,85,176,0.483,0.536,35,43,0.814,57,191,248,194,64,18,63,143,424
1617,1617Bismack Biyombo,45,Bismack Biyombo,biyombi01,C,24,ORL,57,1327,12.2,0.539,0,0.707,9,25.5,17.1,6.2,0.7,4.4,17.8,13.1,0.4,1.6,2.1,0.075,-4.3,2.5,-1.8,0.1,23,1327,131,246,0.533,0,0,0,131,246,0.533,0.533,86,174,0.494,112,301,413,57,18,72,70,136,348
1617,1617Nemanja Bjelica,46,Nemanja Bjelica,bjeline01,PF,28,MIN,55,947,10.3,0.528,0.529,0.179,4.5,17.9,11,9.4,1.8,1.2,14.2,16.5,0.3,0.8,1,0.053,-1.1,-0.5,-1.6,0.1,1,947,118,280,0.421,46,148,0.311,72,132,0.545,0.504,37,50,0.74,37,143,180,61,34,13,50,124,319
1617,1617Tarik Black,47,Tarik Black,blackta01,C,25,LAL,46,749,15.4,0.56,0.01,0.407,14.7,21.7,18.1,6.5,1.2,2.6,14.3,16.4,1.2,0.6,1.8,0.113,-1.3,-0.1,-1.4,0.1,9,749,107,209,0.512,1,2,0.5,106,207,0.512,0.514,61,85,0.718,105,145,250,32,18,24,41,128,276
1617,1617Eric Bledsoe,48,Eric Bledsoe,bledser01,PG,27,PHO,56,1861,21.5,0.569,0.298,0.442,2.9,14,8.2,31.5,2,1,14.7,28.2,4.2,1.2,5.4,0.139,4.4,-0.5,3.9,2.8,56,1861,393,889,0.442,88,265,0.332,305,624,0.489,0.492,334,393,0.85,50,228,278,350,77,23,183,146,1208
1617,1617Bojan Bogdanovic,49,Bojan Bogdanovic,bogdabo02,SF,27,BRK,55,1482,13.1,0.572,0.453,0.273,1.7,12.3,7,10.1,0.8,0.2,11.8,22.4,1.1,0.3,1.5,0.048,-0.3,-2.8,-3,-0.4,54,1482,269,611,0.44,99,277,0.357,170,334,0.509,0.521,146,167,0.874,23,174,197,90,24,3,92,99,783
1617,1617Andrew Bogut,50,Andrew Bogut,bogutan01,C,32,DAL,26,582,9.4,0.46,0.012,0.136,10.5,34.3,21.8,12.3,1.2,3.9,33.4,10.5,-0.3,1,0.7,0.054,-5.6,5.3,-0.3,0.2,21,582,38,81,0.469,0,1,0,38,80,0.475,0.469,3,11,0.273,55,162,217,49,13,25,43,84,79
1617,1617Joel Bolomboy,51,Joel Bolomboy,bolomjo01,PF,23,UTA,9,20,22.7,0.592,0.2,0.8,6,50.3,28.8,8.2,2.6,4.1,12.9,18.2,0,0.1,0.1,0.215,-3.6,4.1,0.4,0,0,20,3,5,0.6,0,1,0,3,4,0.75,0.6,2,4,0.5,1,9,10,1,1,1,1,1,8
1617,1617Devin Booker,52,Devin Booker,bookede01,SG,20,PHO,56,1933,14.2,0.53,0.288,0.286,1.9,7.2,4.5,15.6,1.2,0.7,12.7,27.9,1.1,0.4,1.5,0.037,0.2,-2.9,-2.7,-0.3,56,1933,422,993,0.425,105,286,0.367,317,707,0.448,0.478,235,284,0.827,35,122,157,178,49,16,162,178,1184
1617,1617Trevor Booker,53,Trevor Booker,booketr01,PF,29,BRK,51,1335,16.2,0.563,0.132,0.213,8.6,25.7,17.3,13.6,2.3,1.2,17,17.8,1,1.6,2.6,0.092,-1.2,2.1,0.9,1,43,1335,223,423,0.527,15,56,0.268,208,367,0.567,0.545,60,90,0.667,107,329,436,112,65,22,95,111,521
1617,1617Avery Bradley,54,Avery Bradley,bradlav01,SG,26,BOS,36,1257,15.5,0.561,0.345,0.117,3.6,18.6,11.1,11.3,1.9,0.5,10.3,22.5,1,1.3,2.3,0.087,0.2,-0.3,-0.1,0.6,36,1257,256,539,0.475,76,186,0.409,180,353,0.51,0.545,48,63,0.762,40,208,248,86,47,8,65,98,636
1617,1617Corey Brewer,55,Corey Brewer,breweco01,SF,30,HOU,58,923,7.6,0.491,0.414,0.194,2.5,11.2,6.9,9,2,1,12.7,13.1,0,0.9,1,0.05,-3.1,0.1,-3,-0.2,8,923,94,227,0.414,22,94,0.234,72,133,0.541,0.463,32,44,0.727,21,93,114,61,38,11,36,104,242
1617,1617Malcolm Brogdon,56,Malcolm Brogdon,brogdma01,SG,24,MIL,55,1406,13.9,0.539,0.29,0.215,2.7,9.3,6,23.9,2.3,0.4,15.2,18.1,1.4,1,2.4,0.082,0,-1.4,-1.3,0.2,12,1406,192,438,0.438,53,127,0.417,139,311,0.447,0.499,80,94,0.851,32,116,148,230,65,7,86,101,517
1617,1617Aaron Brooks,57,Aaron Brooks,brookaa01,PG,32,IND,46,660,10.3,0.505,0.447,0.128,2.4,6.4,4.4,22.5,1.7,1,17.3,19.6,-0.2,0.4,0.2,0.016,-1.7,-2.4,-4,-0.3,0,660,92,226,0.407,34,101,0.337,58,125,0.464,0.482,23,29,0.793,14,38,52,100,22,8,50,65,241
1617,1617Anthony Brown,58,Anthony Brown,brownan02,SF,24,TOT,11,159,7.2,0.43,0.54,0,5.3,16.9,11,7.7,1.5,0.5,10.7,15.6,-0.2,0.2,0,0.001,-3.8,-0.4,-4.2,-0.1,0,159,18,50,0.36,7,27,0.259,11,23,0.478,0.43,0,0,0,8,25,33,8,5,1,6,15,43
1617,1617Anthony Brown,58,Anthony Brown,brownan02,SF,24,NOP,9,143,5.9,0.415,0.585,0,4.4,14.9,9.6,6,1.7,0.6,10.9,14.3,-0.2,0.2,0,-0.008,-4.4,-0.2,-4.6,-0.1,0,159,18,50,0.36,7,27,0.259,11,23,0.478,0.43,0,0,0,8,25,33,8,5,1,6,15,43
1617,1617Anthony Brown,58,Anthony Brown,brownan02,SF,24,ORL,2,16,18.7,0.5,0.333,0,13.4,35.2,24,23.3,0,0,10,27.7,0,0,0,0.081,1.1,-1.6,-0.4,0,0,159,18,50,0.36,7,27,0.259,11,23,0.478,0.43,0,0,0,8,25,33,8,5,1,6,15,43
1617,1617Bobby Brown,59,Bobby Brown,brownbo02,PG,32,HOU,17,51,-1,0.345,0.483,0,0,10.9,5.4,2.9,0,0,6.5,25.9,-0.2,0,-0.2,-0.183,-10.3,-6.9,-17.2,-0.2,0,51,8,29,0.276,4,14,0.286,4,15,0.267,0.345,0,0,0,0,5,5,1,0,0,2,2,20
1617,1617Jaylen Brown,60,Jaylen Brown,brownja02,SF,20,BOS,53,821,9.6,0.514,0.271,0.337,3.8,14.8,9.3,6.1,1.3,1.3,11.2,18,0,0.7,0.7,0.042,-3.8,-1.2,-5,-0.6,13,821,109,255,0.427,21,69,0.304,88,186,0.473,0.469,62,86,0.721,28,108,136,34,22,13,37,91,301
1617,1617Nicolas Brussino,61,Nicolas Brussino,brussni01,SF,23,DAL,36,246,11.7,0.516,0.672,0.155,4.5,16.5,10.2,15.4,2.1,1.8,15.1,14.1,0.1,0.3,0.4,0.081,-1.6,1.4,-0.3,0.1,0,246,23,58,0.397,12,39,0.308,11,19,0.579,0.5,6,9,0.667,10,33,43,25,10,5,11,21,64
1617,1617Reggie Bullock,62,Reggie Bullock,bullore01,SF,25,DET,14,217,10.2,0.509,0.492,0.062,3,11.5,7.2,8,1.4,1.1,8.2,15,0.1,0.2,0.3,0.067,-1.4,0.1,-1.3,0,3,217,28,65,0.431,10,32,0.313,18,33,0.545,0.508,2,4,0.5,6,22,28,12,6,3,6,15,68
1617,1617Trey Burke,63,Trey Burke,burketr01,PG,24,WAS,51,643,10.7,0.518,0.258,0.107,1.3,6.6,4,21,0.8,0.7,14.7,19.6,0.2,0.3,0.5,0.04,-2.6,-3.1,-5.7,-0.6,0,643,105,233,0.451,25,60,0.417,80,173,0.462,0.504,18,25,0.72,7,38,45,93,10,5,42,49,253
1617,1617Alec Burks,64,Alec Burks,burksal01,SG,25,UTA,21,319,12.4,0.535,0.316,0.376,1.9,11.9,7,6.9,2,0.8,11.7,22.7,0,0.5,0.5,0.075,-2.4,-0.6,-3,-0.1,0,319,52,117,0.444,12,37,0.324,40,80,0.5,0.496,30,44,0.682,5,34,39,13,12,3,18,29,146
1617,1617Jimmy Butler,65,Jimmy Butler,butleji01,SF,27,CHI,51,1867,25.5,0.589,0.208,0.582,4.8,14,9.3,23.1,2.5,0.6,9.3,27.2,7,2.2,9.2,0.236,6,0.4,6.4,4,50,1867,381,843,0.452,59,175,0.337,322,668,0.482,0.487,426,491,0.868,84,237,321,253,92,15,108,87,1247
1617,1617Bruno Caboclo,66,Bruno Caboclo,cabocbr01,SF,21,TOR,8,23,7.9,0.3,0.6,0,14.6,14.9,14.7,16.8,4.4,0,28.6,13.5,0,0,0,0.005,-2.2,2.5,0.3,0,0,23,1,5,0.2,1,3,0.333,0,2,0,0.3,0,0,0,3,3,6,3,2,0,2,3,3
1617,1617Jose Calderon,67,Jose Calderon,caldejo01,PG,35,LAL,24,292,9.1,0.508,0.442,0.052,2.9,12.7,7.6,25.2,1.2,0.3,24.8,15.3,-0.1,0.1,0,0.002,-2.9,-2.2,-5.1,-0.2,11,292,32,77,0.416,12,34,0.353,20,43,0.465,0.494,4,4,1,8,33,41,51,7,1,26,22,80
1617,1617Kentavious Caldwell-Pope,68,Kentavious Caldwell-Pope,caldwke01,SG,23,DET,52,1759,13.6,0.53,0.453,0.197,2.5,8.6,5.5,12.4,1.9,0.4,8.5,19.3,1.7,1.8,3.5,0.097,1.4,0.2,1.6,1.6,52,1759,262,640,0.409,108,290,0.372,154,350,0.44,0.494,105,126,0.833,41,133,174,147,67,9,65,88,737
1617,1617Isaiah Canaan,69,Isaiah Canaan,canaais01,SG,25,CHI,33,572,8.4,0.49,0.537,0.189,1.1,7.9,4.5,9,1.9,0.1,9.7,15,0.1,0.4,0.5,0.046,-1.8,-1.3,-3.1,-0.2,0,572,61,164,0.372,24,88,0.273,37,76,0.487,0.445,28,31,0.903,6,41,47,35,21,1,19,35,174
1617,1617Clint Capela,70,Clint Capela,capelca01,C,22,HOU,43,1000,20.9,0.636,0,0.321,11.2,24.4,17.8,6.3,1,4.7,11.6,19.6,2.3,1.5,3.8,0.18,-0.5,1.1,0.6,0.6,38,1000,229,355,0.645,0,0,0,229,355,0.645,0.645,57,114,0.5,101,220,321,38,21,58,53,113,515
1617,1617DeMarre Carroll,71,DeMarre Carroll,carrode01,SF,30,TOR,52,1418,12.7,0.544,0.573,0.204,3.7,13.1,8.4,5.3,2.2,1.2,7.7,15.8,1.6,1.4,3,0.1,1,0,1,1.1,52,1418,176,426,0.413,86,244,0.352,90,182,0.495,0.514,67,87,0.77,47,163,210,52,63,19,39,102,505
1617,1617Vince Carter,72,Vince Carter,cartevi01,SG,40,MEM,50,1202,11.9,0.526,0.59,0.25,2.3,13.2,7.6,11.7,1.7,2.1,6.8,15.4,1.3,1.6,2.8,0.113,0.1,1.1,1.2,1,0,1202,133,344,0.387,74,203,0.365,59,141,0.418,0.494,62,86,0.721,25,136,161,89,40,26,28,114,402
